|Jornal|Assunto|Data|Tweet_ID|Tweet|Polaridade|Linguagem
196|folha|lgbtq|2-2-21|1356735811350315008|Queria, mas e os argumentos? https://t.co/6QCSrc1DR3|Neutra|Não-ofensiva
197|folha|lgbtq|2-2-21|1356735558349955074|Drogado.|Negativa|Ofensiva
198|folha|lgbtq|2-2-21|1356735488061804544|Te manka, gata, vc não passa de uma palhaça pra esse povo q vc segue/ apoia. Vc é uma piada!|Negativa|Não-ofensiva
199|folha|lgbtq|2-2-21|1356735133848584194|'meninos tem penis e meninas tem vagina'|Neutra|Ofensiva
200|folha|lgbtq|2-2-21|1356734968093954053|Mulher trans é mulher, travesti é travesti, homem trans é homem e transmaculino é masculino, não binário é nb não binária tbm não bináre...|Neutra|Não-ofensiva
201|folha|lgbtq|2-2-21|1356734484071211008|Frango é frango e boneka é boneka|Neutra|Ofensiva
202|folha|lgbtq|2-2-21|1356730350475558914|Força, vereadora Érika. Você foi a mulher mais votada, eleita democraticamente. O esgoto da política brasileira que chore.|Positiva|Não-ofensiva
203|folha|lgbtq|2-2-21|1356729767249260547|ninguém te perguntou nada|Neutra|Não-ofensiva
204|folha|lgbtq|2-2-21|1356725548106530816|Em 13/06/19 o STF equiparou a homofobia aos crimes previstos na lei n º 7.716/89, a Lei Antirracismo; onde qualquer discriminação contra raça, cor, etnia, religião ou procedência social, A punição podendo alcançar até cinco anos de reclusão, sendo crime inafiançável.|Neutra|Não-ofensiva
205|folha|lgbtq|2-2-21|1356722750056980480|Virou pasquim mesmo!|Negativa|Não-ofensiva
206|folha|lgbtq|2-2-21|1356722057615204354|Já pensou na câmara dos deputados?! Pela putaria de ontem... ela iria fazer o que?! Chorar?!|Negativa|Ofensiva
207|folha|lgbtq|2-2-21|1356721565090594823|O que esperar de um bolsonarista: elogios? 😂😂😂😂😂 Acordam povo!|Neutra|Não-ofensiva
208|folha|lgbtq|2-2-21|1356721331727962116|E dizer a verdade agora é ataque?! Pelo visto ela está correta!!!|Neutra|Não-ofensiva
209|folha|lgbtq|2-2-21|1356721016983216131|E idiota é idiota|Negativa|Ofensiva
210|folha|lgbtq|2-2-21|1356720980173983744|Deputado Luiz Durão q levar menor de idade para motel q presidir comissão de segurança da assembleia legislativa do governo Casagrande. Nada mal para um estado onde em média 3 mulheres são estupradas por dia. https://t.co/0a3QMVUm5S...|Negativa|Não-ofensiva
211|folha|lgbtq|2-2-21|1356720897923678208|UOL: (2 min) Ataque indireto de vereadora bolsonarista a colegas trans marca 1ª sessão da Câmara de SP em 2021 https://t.co/m6R0ayUYIp Considere assinar a Folha: https://t.co/EsqkNk2T8X|Neutra|Não-ofensiva
212|folha|lgbtq|2-2-21|1356720266739597312|'Sonaira Fernandes diz que agenda globalista pretende 'feminilizar o homem e masculinizar as mulheres' Ué? Já temos o Fiuk como exemplo, basta ver o vídeo patético da bosta do BBB que circula na internet.|Negativa|Ofensiva
213|folha|lgbtq|2-2-21|1356719828279709704|Falar a verdade agora é ataque indireto! Quanto mimimi, Folha.|Negativa|Não-ofensiva
214|folha|lgbtq|2-2-21|1356719650357317632|e vc é um retardado...|Negativa|Ofensiva
215|folha|lgbtq|2-2-21|1356719618698719240|Falidos e o ataque do calça apertada fez a prefeita vcs falao alguma coisa boa se laska|Neutra|Não-ofensiva
216|folha|lgbtq|2-2-21|1356719446941978625|https://t.co/0Vo09JfH0d|Neutra|Não-ofensiva
217|folha|lgbtq|2-2-21|1356719048575356931|Políticos se atacam mesmo. Se essa trans não está preparada para isso não deveria ter escolhido essa profissão|Neutra|Não-ofensiva
218|folha|lgbtq|2-2-21|1356718939838050306|https://t.co/9jBIZa1NRU #cnnbrasil #cnnprimetime|Neutra|Não-ofensiva
219|folha|lgbtq|2-2-21|1356718934666412041|Canalhas fascistas, bolsonaristas imundos|Negativa|Ofensiva
220|folha|lgbtq|2-2-21|1356718674829271041|Erika Hilton NÃO me representa!|Neutra|Não-ofensiva
221|folha|lgbtq|2-2-21|1356718559083311105|Um beijo, um beijo, um beijo prAs travesti ❤ https://t.co/EVTCgRz3tH|Positiva|Não-ofensiva
222|folha|lgbtq|2-2-21|1356718510353825795|https://t.co/qUmoHwdBW0|Neutra|Não-ofensiva
223|folha|lgbtq|2-2-21|1356718423326265346|Começou o mimimi 🤢🤮🤮🤮|Negativa|Não-ofensiva
224|folha|lgbtq|2-2-21|1356718156727922688|Homem é homem e mulher é mulher.|Neutra|Ofensiva
225|folha|lgbtq|2-2-21|1356718078671937536|Os bois pensam que a democracia vale só pra eles|Negativa|Ofensiva
226|folha|lgbtq|2-2-21|1356717915630931968|“Indireto” sério isso? Mídia chorume|Negativa|Ofensiva
227|folha|mulheres|14-1-21|1349766121734471681|HAHAHAHAHAHAA|Neutra|Não-ofensiva
228|folha|mulheres|14-1-21|1349766478137077760|me poupe|Neutra|Não-ofensiva
229|folha|mulheres|14-1-21|1349767280775876612|O véi! Kkkkkk|Neutra|Não-ofensiva
230|folha|mulheres|14-1-21|1349769336551038978|Pior q só chupinharam de outro canal gringo. Um monte de guria tá reclamando e dizendo que estão 'jobless' há mais de 5 anos e faturando como nunca|Neutra|Não-ofensiva
231|folha|mulheres|14-1-21|1349769589136252933|'Ainnn eu fui obrigada a fazer isso....'|Neutra|Não-ofensiva
232|folha|mulheres|14-1-21|1349768241892225026|Só pra mostrarem a pepeka|Neutra|Ofensiva
233|folha|mulheres|14-1-21|1349768373517869058|Prostituicao sempre quebrando um galho, como sempre.|Neutra|Ofensiva
234|folha|mulheres|14-1-21|1349768176276484099|Isso não é machismo? Dizer que a mulher em dificuldade financeira não sabe fazer outra coisa que não seja se prostituir?|Neutra|Não-ofensiva
235|folha|mulheres|14-1-21|1349766850972946432|Por isso que ninguém leva vocês a sério, @folha.|Negativa|Não-ofensiva
236|folha|mulheres|14-1-21|1349767846159650818|Ahahahaha A profissão mais antiga do mundo, continua dando $$$.|Neutra|Ofensiva
237|folha|mulheres|14-1-21|1349777584599543809|Recebem em dólar?|Neutra|Não-ofensiva
238|folha|mulheres|14-1-21|1349841422212591621|Prostituição é a saida kkkkkkkkkkkkkkk|Neutra|Ofensiva
239|folha|mulheres|14-1-21|1349766619640320004|prostituiçao virtual|Neutra|Ofensiva
240|folha|mulheres|18-12-20|1342606645235511301|Esse “deputado” tem que ser cassado. E aí, @AssembleiaSP?|Neutra|Não-ofensiva
241|folha|mulheres|18-12-20|1339723078100774912|kkkkkkkkk! Ela é do PSOL? Tá explicado.|Neutra|Não-ofensiva
242|folha|mulheres|18-12-20|1339730268077342722|Apalpada onde? Parem de passar pano na manchete.|Negativa|Não-ofensiva
243|folha|mulheres|18-12-20|1339759703593762818|A folha só serve pra passar pano pra vagabundo e defender fascista.|Negativa|Ofensiva
244|folha|mulheres|18-12-20|1339713473828237312|Bandido!|Negativa|Ofensiva
245|folha|mulheres|18-12-20|1339716879317946370|Ele tem q ser preso|Negativa
246|folha|mulheres|18-12-20|1339725015428845573|Ele não pediu desculpas pelo assédio, ele mentiu dizendo que abraçou. Melhore essa manchete, Folha!|Neutra|Não-ofensiva
247|folha|mulheres|18-12-20|1339740447401512962|O safadão teve clara intenção do ato, dá pra ver que foi meditado, pois seu colega ainda tenta impedir ele de ir.|Negativa|Não-ofensiva
248|folha|mulheres|18-12-20|1339797916312096768|A gente aceita as desculpas se ele for cassado.|Neutra|Não-ofensiva
249|folha|mulheres|18-12-20|1339762385343623174|isso, tem que mostrar a foto, o partido, o nome!|Neutra|Não-ofensiva
250|folha|mulheres|18-12-20|1339714325930455042|Até pegar no ombro ou qualquer toque fraternal é chamado de assédio. Criaram uma divisão e um conflito entre mulheres e homens. Luta de classes|Neutra|Não-ofensiva
251|folha|mulheres|18-12-20|1339714514510630912|Apalpada no seio? Tô vendo o vídeo pela vigésima vez e ainda não achei essa parte.|Neutra|Não-ofensiva
252|folha|mulheres|18-12-20|1339715929538752512|Foi essa que rebolou o cu no funk do Boulos??? a... ta...|Negativa|Não-ofensiva
253|folha|mulheres|18-12-20|1339731438615351302|NAO IDIOTA... ELA PARECE PUTA... SE VC ACHA PASSAR PANO SER PUTA... PROBLEMA SEU|Negativa|Ofensiva
254|folha|mulheres|18-12-20|1339740296582709248|Diz ela. Não foi o que vemos no vídeo.|Neutra|Não-ofensiva
255|folha|mulheres|18-12-20|1339715592799080449|Pergunta pra esse cabra que nome se dá a gente da laia dele? Salafrário? Ordinário? Fdp? Canalha? Corno frouxo?|Negativa|Ofensiva
256|folha|mulheres|18-12-20|1339719458567450626|Esse porco, nojento tinha que ser preso na hora.|Negativa|Ofensiva
257|folha|mulheres|18-12-20|1339742527130353664|Há maldade está nos olhos de quem vê.|Neutra|Não-ofensiva
258|folha|mulheres|18-12-20|1339762694489071618|É o sujo falando do mal lavado. Esquerdistas, progressistas...|Negativa|Não-ofensiva
259|folha|mulheres|18-12-20|1339729232239480838|Que mau gosto, ela é feia e sebosa!|Negativa|Ofensiva
260|folha|mulheres|18-12-20|1339729938438631424|Têm que ser cassado e depois caçado e morto. Estupradores e assediadores devem morrer.|Negativa|Ofensiva
261|folha|mulheres|18-12-20|1339732405347889154|Vai desculpar a atitude desse canalha?|Negativa|Ofensiva
262|folha|politica|7-2-21|1358827677357080579|O próprio @jairbolsonaro deveria fazer um dos cursos: o de alfabetização.|Neutra|Não-ofensiva
263|folha|politica|7-2-21|1358610623513456642|#ForaBolsonaro|Negativa|Não-ofensiva
264|folha|politica|7-2-21|1358597605014568965|Se não sabe como funciona o sistema de reservas fracionadas não fala merda, seu imundo|Negativa|Não-ofensiva
265|folha|politica|7-2-21|1358564579220082689|KKK bora pagar ônibus com os 200 pra ir até o curso e continuar passando fome|Negativa|Não-ofensiva
266|folha|politica|7-2-21|1358561456044843014|É um bando de alienado que odeia pobre.|Negativa|Ofensiva
267|folha|politica|7-2-21|1358545314051940356|Vão pra rua e quebrem tudo até eles pagarem pro povo ficar em casa rs|Negativa|Não-ofensiva
268|folha|politica|7-2-21|1358545142202986496|Resumindo quer dar um engana trouxa. Bolsonaro sendo Bolsonaro.|Negativa|Não-ofensiva
269|folha|politica|7-2-21|1358536848621117440|Manda esses mísera enfiar esses 200 no rabo deles logo fdp|Negativa|Ofensiva
270|folha|politica|7-2-21|1358532980193570816|Na real nem é burrice né, é perversidade purinha.|Negativa|Não-ofensiva
271|folha|politica|7-2-21|1358532863713501184|Pois é, e aí sai essas burrices como se o auxílio desestimulasse a gente a trabalhar. Nem os 600 bancam uma vida com dignidade, quem dirá esses 200 aí.|Negativa
272|folha|politica|7-2-21|1358531296927096832|R$ 200 não dá para absolutamente nada|Negativa|Não-ofensiva
273|folha|politica|7-2-21|1358530500999208962|isso é ódio de classe puro como se o pobre só fosse pobre pq é acomodado|Negativa|Não-ofensiva
274|folha|politica|7-2-21|1358530241237569540|o pobre fica acomodado com 200 reais|Negativa|Ofensiva
275|folha|politica|7-2-21|1358525318022201346|Um programa de auxílio emergencial não deveria exigir nada do cidadão, até pq a gente nem sabe se as pessoas, incluindo Bolsonaristas, que receberam o auxílio de forma irregular, devolveram ou foram responsabilizados legalmente.|Neutra|Não-ofensiva
276|folha|politica|7-2-21|1358522907878694912|a ideia de q o desemprego é culpa do indivíduo q não se qualificou né como se não tivesse engenheiro dirigindo uber|Neutra|Não-ofensiva
277|folha|politica|7-2-21|1358522332596297731|Governo de milicianos criminosos e de um verme que ganha salario de parlamentar durante 30 anos!|Negativa|Ofensiva
278|folha|politica|7-2-21|1358520731399815174|Presidente tá precisando de vários cursos|Neutra|Não-ofensiva
279|folha|politica|7-2-21|1358520659295563781|KKKKKKKKKK VAI TOMAR NO CU, BOLSONARO.|Negativa|Ofensiva
280|folha|politica|7-2-21|1358519659415416832|Bilhões para o centrão e 200 conto para quem necessita e paga mais impostos.|Neutra|Não-ofensiva
281|folha|politica|7-2-21|1358519397078466561|Vota em palhaço que ele te trata como circo.|Negativa|Ofensiva
282|folha|politica|7-2-21|1358515247414468609|Bolsonaro é filho do capeta.|Negativa|Ofensiva
283|folha|politica|7-2-21|1358515021920223232|Curso do meu cu! porque eu pago autonomia todo mes? e para bancar seu salario? E desses vagabundos ai? desgracado, maldito, nogento, irrepugnante.|Negativa|Ofensiva
284|folha|politica|7-2-21|1358514274742788098|E Bolsonaro irá fazer curso de presidente do Brasil?|Neutra|Não-ofensiva
285|folha|politica|7-2-21|1358514211182284804|É quase um vale gás.|Neutra|Não-ofensiva
286|folha|politica|7-2-21|1358513549191053312|canalhas|Negativa|Ofensiva
287|folha|politica|7-2-21|1358513414084194304|Um curso pra aprender como compra $1.5 bilhoes sem ser responsabilizado?|Neutra|Não-ofensiva
288|folha|politica|7-2-21|1358512847978967044|200,00 aluguel 400 ou mais, fora agua luz e comida, salario deputado 33 mil, judiciario 40 mil digo mais nada|Neutra|Não-ofensiva
289|folha|politica|7-2-21|1358512774897369095|Outrora o valor era de R$ 600 durante 6 meses R$ 3.000,00 Agora R$ 200 durante três meses R$ 600|Neutra|Não-ofensiva
290|folha|politica|7-2-21|1358512767364399109|Desgoverno vagabundo|Negativa|Ofensiva
291|folha|politica|7-2-21|1358512063937667077|Nessas horas vemos quanto presidente é retardado.|Negativa|Ofensiva
292|folha|politica|7-2-21|1358511528631291905|Auxílio miséria, miséria emergencial... Não faltam nomes!|Negativa|Não-ofensiva
293|folha|politica|7-2-21|1358511310191878144|A turma do PT nao gosta de estudar.|Neutra|Não-ofensiva
294|folha|politica|7-2-21|1358511222631587841|Curso sobre como escapar da fome?|Neutra|Não-ofensiva
295|folha|politica|7-2-21|1358511220161191937|Bolsonaro gosta tanto de pobre que ele tá fazendo o possível pra manter a maior quantidade de gente na pobreza.|Neutra|Não-ofensiva
296|folha|politica|7-2-21|1358510931848945666|De novo isso? É inacreditável que ninguém perceba essa enrolação. 🤨|Negativa|Não-ofensiva
297|folha|politica|7-2-21|1358510920599810052|Nem estou acreditando nisso. É muito acefalo mesmo.|Negativa|Ofensiva
298|folha|politica|7-2-21|1358510339407675392|VSF cambada de MERDAS|Negativa|Ofensiva
299|folha|politica|7-2-21|1358510305681305602|E tem FDP que defende esse merda|Negativa|Ofensiva
300|folha|politica|7-2-21|1358509898418520064|O bolsonarismo realmente quer exterminar os brasileiros.|Negativa|Não-ofensiva
301|folha|politica|7-2-21|1358509678586712066|Não existe plano econômico. Existe projeto de dominação neoliberal.|Neutra|Não-ofensiva
302|folha|raca|20-10-20|1318507696937701376|Ridículo. São clássicos!!!|Negativa|Não-ofensiva
303|folha|raca|20-10-20|1318508606086664192|Povo doente. Complica até desenho animado|Negativa|Ofensiva
304|folha|raca|20-10-20|1318516167888277504|Mimimi chato do caramba|Negativa|Não-ofensiva
305|folha|raca|20-10-20|1318516625675554816|Vão tomar no cú...|Negativa|Ofensiva
306|folha|raca|20-10-20|1318519256582135811|Que ridículo...|Negativa|Não-ofensiva
307|folha|raca|20-10-20|1318522476985548800|Educando as novas gerações, já que as atuais são caso perdido.|Neutra|Não-ofensiva
308|folha|raca|20-10-20|1318595345430007811|Gente... Que coisa, viu?!? Como tem pessoas que fazem o mundo ficar complicado!!!|Negativa|Não-ofensiva
309|folha|raca|20-10-20|1318506466819661827|Sério, as pessoas estão muito doentes!!! Tudo tem que envolver racismo... Triste!!!|Negativa|Não-ofensiva
310|folha|raca|20-10-20|1318508616949862405|Geraçãozinha chata e MIMIzenta.|Negativa|Ofensiva
311|folha|raca|20-10-20|1318550414242029570|Em um filme da Disney tem até criança 'negra' sendo tratada como servente. O único personagem que parecia ser um escravo foi retratado como negro e cheio de estereótipos em um filme que não tinha nada a ver com isso.|Negativa|Não-ofensiva
312|folha|raca|20-10-20|1318528284515356672|Finalmente, com atraso de 80 anos, mas admitiu os filmes racistas que faziam.|Positiva|Não-ofensiva
313|folha|raca|20-10-20|1318506751692505089|Tudo é racismo, homofobia, misoginia... vtnc|Negativa|Ofensiva
314|folha|raca|20-10-20|1318506988440006656|O mundo tá chato pra Carai heim!|Negativa|Não-ofensiva
315|folha|raca|20-10-20|1318508475933249536|Frescura da porra.|Negativa|Ofensiva
316|folha|raca|20-10-20|1318508475933249536|Concordo. Homem branco priveligiado|Neutra|Não-ofensiva
317|folha|raca|20-10-20|1318507583846711297|Melhor que destruir ou deformar a história é colocá-la em contexto. Sim, os filmes são racistas e devem ser vistos como produto de uma época bem mais ignorante que a atual.|Positiva|Não-ofensiva
318|folha|raca|20-10-20|1318508998694457344|Putz a demência da mídia progressista chegou até lá kkkk povo doido.|Negativa|Ofensiva
319|folha|raca|20-10-20|1318536922839515138|Agora a galera vai assistir desenho procurando quem é o racista, ao invés de se divertir. Essa vai ser a geração mais sensível e fresca da história.|Negativa|Ofensiva
320|folha|raca|20-10-20|1318724531805147136|Tudo agora é racismo, quanta chatice, daqui a pouco até olhar pra um negro vai ser considerado racismo!|Negativa|Não-ofensiva
321|folha|raca|20-10-20|1318622185993490437|Pobre Walt Disney, o que virou a sua obra... também, o tipo de gente que controla a empresa faz parte da galera lacradora. 💩|Negativa|Não-ofensiva
322|folha|raca|20-10-20|1318505915390328833|Vai começar o festival de comentários grotescos contra politica da Disney, em 3, 2, 1...|Negativa|Não-ofensiva
323|folha|raca|20-10-20|1318529498871201793|Melhor do que retirá-los..|Positiva|Não-ofensiva
324|folha|raca|20-10-20|1318542926033653761|kkk. Disney tem que acabar.|Neutra|Não-ofensiva
325|folha|raca|20-10-20|1318508602601230340|Absurdo|Negativa|Não-ofensiva
326|folha|raca|6-6-20|1269322358579396609|No Brasil o racismo é bastante seletivo. Ocorre principalmente nas classes mais abastadas e tem origem na criação e educação dos seus filhos em bairros, escolas e clubes praticamente sem convivência com negros. No Brasil, os abastados não tem raça, etnia ou cor e convivem bem|Neutra|Não-ofensiva
327|folha|raca|6-6-20|1269324969592455170|As vezes tá no discurso que a gente repete sem notar. Ou nas coisas que vemos como 'normais' porque nos é confortável ou simplesmente nunca paramos p enxergar o errado. Mas como SERES HUMANOS podemos e devemos mudar. Por isso agradeço toda a aula q vcs nos dão nesses dias..|Positiva|Não-ofensiva
328|folha|raca|6-6-20|1269334422408568832|Reconhecer os próprios preconceitos é um exercício difícil. Mas é a única maneira de reconhece-los tbm na sociedade. Todos crescemos cercados de preconceitos, estereótipos e hipocrisia. É necessário reflexão.|Neutra|Não-ofensiva
329|folha|raca|6-6-20|1269375024575713280|O ser humano não deu certo. Nossa sociedade é hipocrita e covarde. Somos uns merdas que usa perfume para disfarçar o fedor da alma. O ser humano precisa ser ressetado, tem vírus demais no sistema.|Negativa|Ofensiva
330|folha|raca|6-6-20|1269321065647529988|Mas alguns que temiam ser taxados de racista, com a ascensão do líder racista do Brasil, estes estão saindo do armário.|Neutra|Não-ofensiva
331|folha|raca|6-6-20|1269321065647529988|Mas alguns que temiam ser taxados de racista, com a ascensão do líder racista do Brasil, estes estão saindo do armário.|Neutra|Não-ofensiva
332|folha|raca|6-6-20|1269321822711025664|Esse racismo velado e a falta de políticas públicas só agrava essa situação. É preciso se incomodar com isso, chega de dominação e subordinação da raça negra. Parem de negar direitos e de nos matar.|Negativa|Não-ofensiva
333|folha|raca|6-6-20|1269323844822728705|Nós mestiços sabemos disso quando os radicias de esquerda e mesmo as midias negam que existimos mesmo que sejamos 75% da população brasileira... tentam fingir que somos negros este é o pior racismo o que nega a existência de um grupo tão numeroso e significativo por ideologia.|Negativa|Não-ofensiva
334|folha|raca|6-6-20|1269366888884305922|Hipocrisia. A sociedade dos hipócritas, que não enfrentam os problemas que assolam o país. Isso ocorre em todas as áreas: “fingirmos” não significa que não exista ou que irá desaparecer num passe de mágica|Negativa|Não-ofensiva
335|folha|raca|6-6-20|1269320573856825345|Sinceramente eu não vejo onde tá todo esse racismo q se fala tanto.|Neutra|Não-ofensiva
336|folha|raca|6-6-20|1269321224032784386|'Nao sei onde está esse racismo' disse o branco, casado com branca e com filha branca, parece até o meme da Barbie e do Ken|Neutra|Não-ofensiva
337|folha|raca|6-6-20|1269322734800076800|Racista adora aquele mantra: ah, mais eu tenho amigos negros, meu bisavô por parte de pai era negro!|Neutra|Não-ofensiva
338|folha|raca|6-6-20|1269328696260923393|VITIMISMO sim, agora e racismo??|Negativa|Não-ofensiva
339|folha|raca|6-6-20|1269391964279103490|Tô com o saco cheio com esta merda de racismo. Vão vá merda.|Negativa|Ofensiva
340|folha|religiao|10-9-20|1303828215937597441|E tem cristão que fala que sofre intolerância religiosa nesse país kkkkk|Neutra|Não-ofensiva
341|folha|religiao|10-9-20|1303828890717245440|O fundamentalismo religioso fazendo estrago e a esquerda deixando os bispos mais ricos, atacam umbandista, gay, criança estuprada.|Negativa|Não-ofensiva
342|folha|religiao|10-9-20|1303828954822967296|Normalmente, intolerantes religiosos não escondem seus atos, pois os consideram uma missão sagrada, um ato divino. Pode ser, mas não aposto nisso.|Neutra|Não-ofensiva
343|folha|religiao|10-9-20|1303828957482102789|Vamos apostar quanto que tem dedo de gente 'cristã' nessa...|Neutra|Não-ofensiva
344|folha|religiao|10-9-20|1303829421871243269|Imagina se fosse o pessoal da umbanda queimando uma igreja evangélica/católica...|Neutra|Não-ofensiva
345|folha|religiao|10-9-20|1303829931575697415|É o Evangelistao!|Negativa|Não-ofensiva
346|folha|religiao|10-9-20|1303830684570656769|TEM GENTE QUE TEM, NO SANGUE, O ÓDIO.|Negativa|Não-ofensiva
347|folha|religiao|10-9-20|1303831390363025415|O Cristianismo é uma doença, um câncer que precisa acabar!!! 🤬|Negativa|Ofensiva
348|folha|religiao|10-9-20|1303831442594635778|Religiões deveriam ser proibidas. Todas.|Neutra|Não-ofensiva
349|folha|religiao|10-9-20|1303831452417765376|Só para saber: quantas igrejas evangélicas já foram queimadas só esse ano no Rio de Janeiro? Pois terreiros foram muitos.|Neutra|Não-ofensiva
350|folha|religiao|10-9-20|1303831973455163392|Bolsonaro é Evangélico|Neutra|Não-ofensiva
351|folha|religiao|10-9-20|1303835460326875136|Mais um dia normal, num país comandado por piromaniacos|Negativa|Não-ofensiva
352|folha|religiao|10-9-20|1303835592506122240|Que aperto no meu coração umbandista.:(|Negativa|Não-ofensiva
353|folha|religiao|10-9-20|1303840194592899074|Ninguém põe fogo em igreja evangélica. Por que será?|Neutra|Não-ofensiva
354|folha|religiao|10-9-20|1303839362879303681|Sou contra qualquer tipo de intolerância religiosa. Não é certo atacar os evangelicos, pois vocês estão apenas mostrando o monstro que habita em vocês. Também não achei certo queimar o terreiro dos umbandistas. Duvido que haja um Deus rancoroso como alguns pregam.|Neutra|Não-ofensiva
355|folha|religiao|10-9-20|1303828736605859840|Cadê as provas que foram pessoas evangélicas? Preconceito religioso, check.|Neutra|Não-ofensiva
356|folha|religiao|10-9-20|1303848569594621953|Aposto que foi ato praticado por crentes|Neutra|Ofensiva
357|folha|religiao|23-2-20|1231602861408243714|Temos motivos pra ter os dois pés atrás com 'crentes' bolsominions|Negativa|Ofensiva
358|folha|religiao|23-2-20|1231606567486869504|O sofrimento do evangélico num país em 90% do país é cristão e onde possuem uma bancada de mais 200 parlamentares 😭😭😭😭|Negativa|Não-ofensiva
359|folha|religiao|23-2-20|1231619545997115394|Não tenho preconceito contra Crente, tem até uma (agência Bancária), digo Templo Religioso perto de casa e eu passo na calçada de boa!|Neutra|Ofensiva
360|folha|religiao|23-2-20|1231637843149295617|Preguiça de crente. Pelo que percebo eles querem impor o estilo de vida deles para os outros. Só eles prestam. Uns m%#*~|Negativa|Ofensiva
361|folha|religiao|23-2-20|1231646888878858240|Pq será que as pessoas estão com horror a crente né 😒|Neutra|Não-ofensiva
362|folha|religiao|23-2-20|1231648069629902849|Tenho horror a crentelho pentelho que me convida a participar de culto, ler biblia e orar em publico. E mais horror a politico crentelho que lidera a manada.|Negativa|Ofensiva
363|folha|religiao|23-2-20|1231640066570756098|Eu sofro de crentefobia no grau mais elevado.. Aff.. Quero distância dessa gente hipócrita..|Negativa|Ofensiva
364|folha|religiao|23-2-20|1231985660459933696|ue gnt mas os intolerantes n são eles? cada coisa viu|Neutra|Não-ofensiva
365|folha|religiao|23-2-20|1231602608227397632|Os espíritas, principalmente, os umbandistas sofrem muitos mais preconceito e são bem mais discriminados.|Negativa|Não-ofensiva
366|folha|religiao|23-2-20|1231604032780763142|crente nem é gente|Negativa|Ofensiva
367|folha|religiao|23-2-20|1231616238712950784|crentefobia existe sim eu mesmo não posso ver um na rua que já tenho vontade de cuspir na cara|Negativa|Ofensiva
368|folha|religiao|23-2-20|1231604747225960449|Dá medo deste crente atual. São pessoas manipuláveis é está visão que tenho. Com raras exceções.|Negativa|Não-ofensiva
369|folha|religiao|23-2-20|1231608722377539585|Essa dado de a maioria dos jovens serem evangélicos é um prenúncio da merda de futuro desse país, involuindo|Negativa|Ofensiva
370|folha|religiao|23-2-20|1231611269200990209|Crentes que seguem o cristianismo, são diferentes dos crentes 'de fachada'!|Neutra|Não-ofensiva
371|folha|religiao|23-2-20|1231612500661108738|Acham que tudo deve ser baseado na religião deles, devem aprender a conviver com outras crenças, respeitarem, de querer impor suas crenças para outras pessoas.|Neutra|Não-ofensiva
372|folha|religiao|23-2-20|1231621858107232256|Como é difícil a vida do crente 😂😂|Negativa|Não-ofensiva
373|folha|religiao|23-2-20|1231622154019655681|Mimimizentos|Negativa|Ofensiva
374|folha|religiao|23-2-20|1231628593559752707|Não tenho culpa se os piores seres humanos que já conheci sempre são evangélicos.|Negativa|Ofensiva
375|folha|religiao|23-2-20|1231633010056925184|Eles é que são os preconceituosos, intolerantes e intransigentes.|Negativa|Não-ofensiva
376|folha|religiao|23-2-20|1231635067761569799|o preconceito religioso existe forte no Brasil, mas ele é PRATICADO pelos evangélicos, contra as outras religiões, principalmente umbanda e candomblé, é isso.|Negativa|Não-ofensiva
377|folha|religiao|23-2-20|1231638766877577223|Grande problema é a generalização. Achar que todos os evangélicos são da linha 'milagres + dinheiro' é um redondo engano.|Negativa|Não-ofensiva
378|folha|religiao|23-2-20|1231671793741680641|Uhum, e racismo com brancos também existe|Neutra|Não-ofensiva
379|folha|religiao|23-2-20|1231681114089164805|Se os crentes não tentassem impor suas crenças ao resto do país, não haveria preconceito algum.|Neutra|Não-ofensiva
380|folha|religiao|23-2-20|1231682290356563968|Existe coisa mais chata do que conviver com evangélico que todo dia tenta te arrastar pra igreja dele?|Negativa|Não-ofensiva
381|folha|religiao|23-2-20|1231699834094149638|Infelizmente os crentes são os mais preconceituosos e intolerantes... não deveria ser assim, mas de fato o são|Negativa|Não-ofensiva
382|folha|religiao|23-2-20|1231676008274808838|Eu não tenho nenhum preconceito religioso, tenho e medo de alguns tipos que, em nome de Jesus e em busca d poder, estao criando um exército de fanáticos, exército oficial, num estado LAICO|Negativa|Não-ofensiva
383|folha|religiao|23-2-20|1231614890869231624|No próprio meio religioso existem muitas pessoas preconceituosas. Tem preconceito com quem tem tatuagem, com quem usa brincos e piersing, com homoxeuasis, trans, com música etc...|Negativa|Não-ofensiva
384|folha|religiao|23-2-20|1231614612765802496|Republica Evangélica do Bolsonaristão|Negativa|Ofensiva
385|g1|lgbtq|1-1-21|1356591334442827778|Esses atentados têm a mesma relação com os inúmeros feminicídios, com a morte da Marielle e tantos outros crimes similares. É a nossa nova marca, o 'MACHISMO' dos enrustidos e misóginos.|Negativa|Não-ofensiva
386|g1|lgbtq|1-1-21|1356420032574722051|Esse partido só tem boiola, traveco e sapatão?|Negativa|Ofensiva
387|g1|lgbtq|1-1-21|1356349470062108678|Quem são os suplentes?|Negativa|Não-ofensiva
388|g1|lgbtq|1-1-21|1356346281581535232|Esquerda só próspera na mentira. Porque a esquerda não fala na campanha política que vai fazer um pacote de empobrecimento. No pacote está pior educação, pior aposentadoria, pior tudo? Porque se falar a verdade ninguém vota neles. E não teremos a ditadura da compra de votos|Negativa|Ofensiva
